,Area(0072-0135),Mean(0072-0135),Min(0072-0135),Max(0072-0135),Area(0338-0243),Mean(0338-0243),Min(0338-0243),Max(0338-0243),Area(0351-0330),Mean(0351-0330),Min(0351-0330),Max(0351-0330),Area(0457-0352),Mean(0457-0352),Min(0457-0352),Max(0457-0352),Area(0454-0435),Mean(0454-0435),Min(0454-0435),Max(0454-0435)
1919,1254,106.717,-54.0,726.0,1000,98.27,-57.0,808.0,1101,106.304,-58.0,761.0,846,80.111,-70.0,491.0,1024,55.073,-63.0,552.0
1920,1254,109.51,-38.0,883.0,1000,91.69,-107.0,784.0,1101,94.946,-89.0,803.0,846,74.928,-98.0,527.0,1024,53.123,-79.0,585.0
1921,1254,105.596,-60.0,843.0,1000,93.719,-51.0,685.0,1101,103.258,-97.0,627.0,846,76.169,-56.0,451.0,1024,52.879,-90.0,548.0
1922,1254,108.707,-36.0,806.0,1000,97.817,-65.0,719.0,1101,97.658,-71.0,715.0,846,70.532,-66.0,505.0,1024,52.115,-46.0,612.0
1923,1254,104.838,-43.0,773.0,1000,96.591,-72.0,771.0,1101,104.612,-81.0,660.0,846,73.402,-83.0,496.0,1024,49.931,-61.0,574.0
1924,1254,109.294,-33.0,827.0,1000,102.692,-62.0,953.0,1101,104.034,-68.0,708.0,846,70.959,-112.0,564.0,1024,55.588,-49.0,585.0
1925,1254,110.511,-56.0,769.0,1000,90.178,-92.0,835.0,1101,99.284,-68.0,695.0,846,68.936,-65.0,578.0,1024,51.895,-53.0,504.0
1926,1254,108.045,-28.0,867.0,1000,97.535,-66.0,701.0,1101,100.222,-101.0,757.0,846,70.788,-58.0,573.0,1024,49.807,-52.0,500.0
1927,1254,105.561,-37.0,794.0,1000,91.986,-126.0,836.0,1101,101.486,-119.0,696.0,846,73.511,-62.0,553.0,1024,52.535,-45.0,536.0
1928,1254,108.431,-29.0,734.0,1000,88.515,-52.0,739.0,1101,93.817,-96.0,683.0,846,71.948,-60.0,593.0,1024,52.0,-58.0,524.0
1929,1254,105.647,-40.0,771.0,1000,82.621,-85.0,742.0,1101,101.369,-94.0,649.0,846,63.54,-72.0,557.0,1024,52.089,-64.0,501.0
1930,1254,110.767,-51.0,824.0,1000,94.174,-86.0,802.0,1101,97.511,-76.0,602.0,846,78.609,-84.0,548.0,1024,48.716,-56.0,646.0
1931,1254,107.845,-21.0,814.0,1000,93.187,-73.0,830.0,1101,100.488,-100.0,625.0,846,71.998,-44.0,447.0,1024,50.055,-44.0,431.0
1932,1254,105.848,-39.0,794.0,1000,96.151,-119.0,729.0,1101,94.691,-62.0,748.0,846,70.124,-74.0,492.0,1024,54.277,-68.0,533.0
1933,1254,108.853,-30.0,828.0,1000,89.727,-68.0,870.0,1101,98.607,-98.0,620.0,846,70.966,-62.0,531.0,1024,51.475,-50.0,573.0
1934,1254,106.855,-29.0,812.0,1000,93.024,-58.0,789.0,1101,91.889,-78.0,521.0,846,71.572,-59.0,490.0,1024,53.639,-65.0,521.0
1935,1254,103.553,-32.0,949.0,1000,98.004,-95.0,712.0,1101,95.245,-87.0,680.0,846,67.587,-65.0,518.0,1024,52.741,-59.0,553.0
1936,1254,112.259,-34.0,836.0,1000,100.668,-85.0,755.0,1101,95.173,-82.0,613.0,846,68.647,-56.0,551.0,1024,52.987,-65.0,586.0
1937,1254,108.775,-52.0,851.0,1000,94.627,-67.0,711.0,1101,96.04,-81.0,654.0,846,68.811,-58.0,445.0,1024,56.244,-102.0,496.0
1938,1254,107.78,-25.0,769.0,1000,93.963,-80.0,774.0,1101,98.223,-64.0,733.0,846,69.377,-93.0,428.0,1024,50.857,-46.0,557.0
1939,1254,104.643,-49.0,787.0,1000,96.605,-102.0,766.0,1101,98.506,-73.0,810.0,846,74.66,-60.0,381.0,1024,57.577,-62.0,602.0
1940,1254,106.667,-40.0,837.0,1000,95.759,-82.0,693.0,1101,104.89,-94.0,743.0,846,75.223,-62.0,470.0,1024,52.841,-100.0,509.0
1941,1254,107.077,-34.0,909.0,1000,94.275,-91.0,733.0,1101,100.97,-70.0,814.0,846,74.655,-85.0,600.0,1024,50.922,-56.0,499.0
1942,1254,113.712,-37.0,843.0,1000,89.551,-87.0,706.0,1101,103.116,-87.0,624.0,846,74.518,-65.0,516.0,1024,56.928,-44.0,638.0
1943,1254,107.048,-36.0,831.0,1000,92.315,-93.0,655.0,1101,96.5,-80.0,695.0,846,72.311,-60.0,582.0,1024,54.607,-62.0,766.0
1944,1254,109.793,-30.0,702.0,1000,95.368,-103.0,802.0,1101,97.689,-72.0,686.0,846,73.4,-88.0,465.0,1024,51.88,-59.0,417.0
1945,1254,108.011,-50.0,808.0,1000,93.078,-88.0,869.0,1101,99.619,-91.0,682.0,846,73.005,-86.0,576.0,1024,52.167,-91.0,498.0
1946,1254,103.83,-42.0,834.0,1000,87.732,-61.0,713.0,1101,100.483,-88.0,673.0,846,74.413,-55.0,562.0,1024,55.139,-82.0,575.0
1947,1254,107.68,-43.0,815.0,1000,96.022,-80.0,903.0,1101,100.816,-106.0,707.0,846,70.183,-72.0,431.0,1024,53.345,-67.0,606.0
1948,1254,99.868,-61.0,687.0,1000,91.534,-68.0,979.0,1101,98.228,-74.0,589.0,846,68.762,-67.0,477.0,1024,52.2,-39.0,446.0
1949,1254,113.131,-71.0,1020.0,1000,93.85,-91.0,758.0,1101,94.909,-66.0,781.0,846,71.574,-66.0,373.0,1024,51.277,-63.0,497.0
1950,1254,103.358,-54.0,749.0,1000,90.173,-65.0,714.0,1101,104.621,-73.0,661.0,846,72.66,-54.0,435.0,1024,47.941,-85.0,517.0
1951,1254,104.653,-35.0,1009.0,1000,99.404,-72.0,647.0,1101,92.337,-83.0,587.0,846,70.168,-89.0,519.0,1024,48.386,-72.0,678.0
1952,1254,110.478,-43.0,874.0,1000,101.983,-81.0,749.0,1101,95.677,-96.0,856.0,846,70.383,-71.0,477.0,1024,53.122,-105.0,502.0
1953,1254,101.304,-64.0,870.0,1000,98.771,-99.0,924.0,1101,94.402,-85.0,589.0,846,69.026,-132.0,498.0,1024,51.092,-55.0,461.0
1954,1254,103.404,-52.0,795.0,1000,91.776,-72.0,571.0,1101,94.178,-76.0,630.0,846,73.242,-85.0,487.0,1024,52.793,-59.0,556.0
1955,1254,106.409,-61.0,833.0,1000,91.582,-97.0,806.0,1101,100.197,-78.0,760.0,846,72.792,-97.0,486.0,1024,49.32,-59.0,421.0
1956,1254,102.719,-43.0,959.0,1000,100.33,-97.0,630.0,1101,99.589,-79.0,631.0,846,76.532,-104.0,410.0,1024,54.736,-77.0,598.0
1957,1254,108.455,-51.0,798.0,1000,97.08,-130.0,694.0,1101,95.207,-60.0,696.0,846,76.721,-57.0,466.0,1024,56.417,-61.0,566.0
1958,1254,109.221,-58.0,985.0,1000,94.179,-87.0,811.0,1101,102.336,-91.0,722.0,846,70.96,-78.0,457.0,1024,52.757,-61.0,600.0
1959,1254,108.085,-59.0,878.0,1000,90.396,-63.0,658.0,1101,100.151,-82.0,681.0,846,70.506,-72.0,541.0,1024,52.743,-76.0,511.0
1960,1254,104.757,-53.0,759.0,1000,97.996,-91.0,731.0,1101,98.703,-79.0,789.0,846,68.006,-66.0,479.0,1024,53.815,-77.0,552.0
1961,1254,105.376,-62.0,707.0,1000,94.459,-66.0,618.0,1101,93.147,-64.0,593.0,846,74.85,-54.0,531.0,1024,50.599,-61.0,528.0
1962,1254,115.144,-50.0,822.0,1000,98.58,-109.0,933.0,1101,94.302,-62.0,515.0,846,69.152,-55.0,464.0,1024,50.646,-47.0,446.0
1963,1254,105.51,-64.0,867.0,1000,91.663,-91.0,676.0,1101,96.038,-93.0,546.0,846,69.975,-63.0,471.0,1024,55.103,-68.0,569.0
1964,1254,103.851,-70.0,820.0,1000,100.288,-67.0,667.0,1101,97.129,-95.0,763.0,846,74.506,-64.0,615.0,1024,53.585,-58.0,598.0
1965,1254,109.778,-66.0,751.0,1000,99.242,-55.0,864.0,1101,96.354,-99.0,735.0,846,68.086,-76.0,572.0,1024,52.573,-60.0,491.0
1966,1254,109.439,-79.0,868.0,1000,96.669,-96.0,787.0,1101,98.756,-82.0,545.0,846,68.963,-67.0,423.0,1024,52.488,-54.0,419.0
1967,1254,104.481,-82.0,886.0,1000,94.897,-129.0,737.0,1101,97.065,-99.0,802.0,846,74.342,-67.0,544.0,1024,54.043,-51.0,529.0
1968,1254,107.845,-70.0,815.0,1000,87.381,-89.0,720.0,1101,103.542,-97.0,622.0,846,71.897,-99.0,429.0,1024,52.416,-51.0,525.0
1969,1254,101.587,-69.0,958.0,1000,91.146,-73.0,861.0,1101,99.597,-65.0,590.0,846,72.313,-65.0,480.0,1024,51.956,-51.0,566.0
1970,1254,110.088,-57.0,928.0,1000,94.294,-73.0,665.0,1101,99.14,-87.0,681.0,846,72.667,-77.0,505.0,1024,53.192,-60.0,634.0
1971,1254,103.377,-67.0,886.0,1000,89.849,-75.0,692.0,1101,99.701,-79.0,725.0,846,73.883,-87.0,504.0,1024,54.028,-54.0,432.0
1972,1254,103.87,-58.0,885.0,1000,92.855,-69.0,743.0,1101,95.014,-86.0,578.0,846,77.121,-57.0,561.0,1024,53.104,-65.0,594.0
1973,1254,103.739,-86.0,764.0,1000,100.474,-91.0,870.0,1101,97.768,-70.0,649.0,846,76.404,-66.0,505.0,1024,51.518,-50.0,502.0
1974,1254,115.586,-73.0,824.0,1000,100.822,-70.0,688.0,1101,99.171,-95.0,593.0,846,80.697,-104.0,485.0,1024,53.446,-57.0,382.0
1975,1254,110.626,-68.0,719.0,1000,90.452,-45.0,749.0,1101,96.667,-67.0,733.0,846,69.652,-87.0,617.0,1024,53.194,-74.0,446.0
1976,1254,103.221,-75.0,864.0,1000,87.868,-120.0,892.0,1101,100.51,-97.0,722.0,846,77.265,-73.0,510.0,1024,53.089,-50.0,407.0
1977,1254,108.656,-68.0,771.0,1000,98.684,-65.0,687.0,1101,95.914,-150.0,673.0,846,78.038,-55.0,676.0,1024,49.624,-48.0,715.0
1978,1254,111.62,-54.0,1093.0,1000,94.188,-67.0,678.0,1101,98.346,-73.0,702.0,846,78.379,-88.0,455.0,1024,49.354,-66.0,439.0
1979,1254,107.614,-59.0,879.0,1000,92.71,-75.0,787.0,1101,100.094,-103.0,701.0,846,76.272,-69.0,514.0,1024,54.562,-90.0,519.0
1980,1254,105.305,-53.0,741.0,1000,93.339,-65.0,885.0,1101,106.4,-77.0,638.0,846,73.272,-65.0,531.0,1024,51.998,-56.0,565.0
1981,1254,109.186,-81.0,849.0,1000,99.611,-75.0,692.0,1101,100.099,-97.0,692.0,846,70.695,-43.0,521.0,1024,48.226,-67.0,420.0
1982,1254,102.846,-61.0,857.0,1000,99.968,-88.0,737.0,1101,94.816,-95.0,603.0,846,68.482,-56.0,417.0,1024,51.138,-59.0,424.0
1983,1254,105.968,-52.0,884.0,1000,92.471,-88.0,684.0,1101,102.286,-76.0,726.0,846,76.809,-80.0,549.0,1024,54.846,-85.0,574.0
1984,1254,106.711,-61.0,840.0,1000,95.728,-75.0,681.0,1101,96.654,-74.0,623.0,846,70.452,-113.0,601.0,1024,49.686,-53.0,417.0
1985,1254,108.747,-93.0,760.0,1000,96.831,-62.0,847.0,1101,96.431,-74.0,540.0,846,69.611,-79.0,519.0,1024,52.174,-82.0,496.0
1986,1254,98.555,-70.0,763.0,1000,95.052,-100.0,571.0,1101,94.523,-91.0,574.0,846,74.852,-61.0,590.0,1024,52.166,-82.0,699.0
1987,1254,104.333,-66.0,949.0,1000,91.995,-68.0,683.0,1101,100.332,-74.0,814.0,846,65.664,-72.0,523.0,1024,55.094,-61.0,463.0
1988,1254,106.888,-85.0,819.0,1000,90.634,-76.0,725.0,1101,99.952,-112.0,678.0,846,72.628,-104.0,688.0,1024,53.693,-49.0,393.0
1989,1254,114.068,-82.0,888.0,1000,92.392,-57.0,737.0,1101,96.663,-81.0,730.0,846,75.086,-91.0,526.0,1024,51.812,-60.0,436.0
1990,1254,104.569,-61.0,874.0,1000,93.964,-60.0,592.0,1101,96.962,-83.0,643.0,846,67.122,-94.0,453.0,1024,49.801,-57.0,577.0
1991,1254,109.925,-64.0,839.0,1000,95.554,-67.0,691.0,1101,103.74,-72.0,676.0,846,75.465,-69.0,479.0,1024,48.731,-57.0,577.0
1992,1254,106.05,-63.0,787.0,1000,88.491,-65.0,644.0,1101,97.598,-88.0,647.0,846,74.545,-65.0,452.0,1024,52.66,-50.0,674.0
1993,1254,99.828,-63.0,775.0,1000,85.787,-70.0,805.0,1101,90.974,-75.0,532.0,846,77.434,-60.0,548.0,1024,53.34,-53.0,340.0
1994,1254,102.239,-79.0,810.0,1000,95.984,-59.0,696.0,1101,98.468,-81.0,698.0,846,74.721,-58.0,557.0,1024,50.399,-41.0,598.0
1995,1254,113.618,-65.0,740.0,1000,94.075,-88.0,627.0,1101,93.698,-97.0,619.0,846,70.342,-60.0,492.0,1024,48.528,-77.0,520.0
1996,1254,111.875,-73.0,830.0,1000,96.117,-73.0,934.0,1101,100.02,-75.0,606.0,846,66.76,-61.0,563.0,1024,53.752,-83.0,581.0
1997,1254,100.845,-103.0,722.0,1000,96.337,-100.0,677.0,1101,102.72,-75.0,737.0,846,69.298,-44.0,402.0,1024,50.349,-58.0,500.0
1998,1254,112.338,-82.0,805.0,1000,98.334,-67.0,636.0,1101,103.161,-84.0,935.0,846,75.988,-60.0,487.0,1024,53.369,-71.0,529.0
1999,1254,121.104,-74.0,936.0,1000,118.207,-120.0,683.0,1101,110.773,-101.0,624.0,846,99.645,-87.0,513.0,1024,69.586,-67.0,484.0
2000,1254,131.489,-61.0,912.0,1000,126.137,-87.0,731.0,1101,114.836,-88.0,665.0,846,97.543,-67.0,720.0,1024,76.888,-83.0,808.0
2001,1254,126.105,-103.0,1041.0,1000,115.889,-86.0,761.0,1101,114.594,-72.0,612.0,846,96.585,-67.0,702.0,1024,76.44,-63.0,634.0
2002,1254,126.201,-79.0,838.0,1000,117.03,-98.0,684.0,1101,108.797,-76.0,551.0,846,89.715,-88.0,658.0,1024,73.395,-64.0,609.0
2003,1254,114.317,-65.0,758.0,1000,118.96,-89.0,673.0,1101,108.233,-85.0,656.0,846,80.216,-61.0,557.0,1024,67.968,-117.0,522.0
2004,1254,115.881,-86.0,734.0,1000,109.521,-75.0,887.0,1101,102.215,-85.0,730.0,846,88.344,-66.0,600.0,1024,69.792,-123.0,532.0
2005,1254,118.364,-80.0,842.0,1000,102.523,-68.0,713.0,1101,101.441,-78.0,750.0,846,82.901,-65.0,555.0,1024,68.863,-79.0,670.0
2006,1254,109.2,-72.0,890.0,1000,110.344,-83.0,905.0,1101,98.928,-74.0,537.0,846,76.046,-55.0,539.0,1024,72.812,-99.0,506.0
2007,1254,117.422,-55.0,784.0,1000,100.31,-54.0,884.0,1101,96.805,-92.0,628.0,846,76.349,-66.0,582.0,1024,67.013,-58.0,645.0
2008,1254,112.329,-67.0,775.0,1000,97.037,-90.0,754.0,1101,101.858,-80.0,747.0,846,82.441,-74.0,468.0,1024,67.46,-64.0,606.0
2009,1254,107.934,-85.0,913.0,1000,96.064,-94.0,710.0,1101,95.655,-56.0,650.0,846,78.5,-61.0,522.0,1024,62.96,-129.0,604.0
2010,1254,114.436,-75.0,852.0,1000,102.553,-107.0,714.0,1101,94.563,-85.0,683.0,846,78.384,-69.0,514.0,1024,61.583,-71.0,494.0
2011,1254,108.439,-77.0,710.0,1000,97.556,-69.0,946.0,1101,91.072,-53.0,664.0,846,80.95,-87.0,545.0,1024,68.775,-66.0,557.0
2012,1254,109.785,-60.0,859.0,1000,97.651,-89.0,742.0,1101,98.217,-80.0,627.0,846,74.781,-61.0,503.0,1024,63.829,-62.0,621.0
2013,1254,111.61,-63.0,835.0,1000,100.537,-85.0,579.0,1101,104.751,-85.0,653.0,846,73.74,-78.0,552.0,1024,58.74,-56.0,469.0
2014,1254,100.463,-72.0,747.0,1000,101.631,-74.0,666.0,1101,100.303,-81.0,681.0,846,72.949,-100.0,605.0,1024,64.39,-75.0,557.0
2015,1254,114.845,-76.0,960.0,1000,100.647,-90.0,740.0,1101,101.102,-62.0,812.0,846,75.405,-75.0,522.0,1024,54.979,-62.0,579.0
2016,1254,114.99,-59.0,787.0,1000,95.791,-61.0,963.0,1101,92.416,-100.0,775.0,846,70.849,-67.0,649.0,1024,60.705,-82.0,684.0
2017,1254,104.001,-73.0,856.0,1000,96.162,-66.0,704.0,1101,95.49,-83.0,614.0,846,78.381,-79.0,464.0,1024,59.342,-80.0,612.0
2018,1254,108.982,-94.0,867.0,1000,99.471,-68.0,859.0,1101,94.856,-66.0,645.0,846,71.11,-64.0,550.0,1024,57.262,-61.0,467.0
2019,1254,110.498,-59.0,977.0,1000,96.694,-54.0,690.0,1101,100.556,-84.0,714.0,846,69.708,-68.0,499.0,1024,58.276,-73.0,499.0
2020,1254,104.917,-71.0,833.0,1000,98.288,-70.0,751.0,1101,100.547,-68.0,753.0,846,72.508,-69.0,537.0,1024,53.103,-78.0,479.0
2021,1254,105.786,-59.0,873.0,1000,94.506,-75.0,594.0,1101,99.728,-95.0,789.0,846,72.522,-60.0,792.0,1024,52.739,-72.0,434.0
2022,1254,106.456,-95.0,904.0,1000,94.535,-62.0,689.0,1101,89.699,-88.0,652.0,846,71.191,-54.0,655.0,1024,58.89,-63.0,409.0
2023,1254,103.119,-65.0,765.0,1000,99.645,-68.0,747.0,1101,98.334,-70.0,644.0,846,73.109,-72.0,506.0,1024,56.441,-68.0,425.0
2024,1254,107.771,-92.0,782.0,1000,95.759,-84.0,743.0,1101,101.527,-74.0,614.0,846,73.177,-69.0,455.0,1024,53.009,-77.0,477.0
2025,1254,101.539,-91.0,875.0,1000,96.387,-68.0,643.0,1101,95.983,-97.0,655.0,846,75.481,-76.0,544.0,1024,57.672,-59.0,464.0
2026,1254,108.63,-70.0,733.0,1000,98.918,-126.0,622.0,1101,101.967,-96.0,793.0,846,72.6,-76.0,548.0,1024,60.472,-65.0,504.0
2027,1254,105.155,-82.0,824.0,1000,95.279,-53.0,693.0,1101,100.216,-70.0,620.0,846,77.257,-71.0,557.0,1024,57.446,-69.0,397.0
2028,1254,106.411,-68.0,746.0,1000,100.524,-106.0,653.0,1101,92.916,-53.0,596.0,846,76.56,-79.0,463.0,1024,59.15,-63.0,587.0
2029,1254,104.607,-94.0,801.0,1000,103.66,-73.0,599.0,1101,93.476,-86.0,583.0,846,82.974,-95.0,499.0,1024,53.503,-55.0,509.0
2030,1254,104.413,-69.0,825.0,1000,93.355,-92.0,606.0,1101,95.172,-62.0,673.0,846,73.748,-57.0,500.0,1024,54.693,-53.0,381.0
2031,1254,102.438,-82.0,802.0,1000,92.303,-58.0,628.0,1101,96.65,-66.0,727.0,846,74.586,-71.0,492.0,1024,55.889,-99.0,484.0
2032,1254,105.343,-91.0,857.0,1000,96.726,-48.0,668.0,1101,95.233,-87.0,658.0,846,76.379,-57.0,522.0,1024,54.529,-70.0,618.0
2033,1254,104.612,-62.0,790.0,1000,88.433,-79.0,763.0,1101,96.178,-72.0,635.0,846,75.06,-65.0,598.0,1024,53.771,-100.0,465.0
2034,1254,104.564,-73.0,769.0,1000,99.062,-76.0,624.0,1101,99.129,-101.0,746.0,846,71.52,-57.0,571.0,1024,50.114,-54.0,460.0
2035,1254,108.633,-95.0,823.0,1000,98.36,-92.0,617.0,1101,96.321,-76.0,668.0,846,74.874,-76.0,417.0,1024,50.398,-49.0,556.0
2036,1254,105.519,-71.0,793.0,1000,95.504,-83.0,847.0,1101,94.432,-67.0,668.0,846,75.663,-71.0,586.0,1024,52.049,-60.0,457.0
2037,1254,109.105,-89.0,857.0,1000,93.291,-78.0,651.0,1101,101.217,-98.0,823.0,846,74.331,-84.0,559.0,1024,56.539,-68.0,535.0
2038,1254,107.01,-70.0,814.0,1000,101.745,-90.0,598.0,1101,88.137,-82.0,624.0,846,70.371,-69.0,486.0,1024,54.152,-53.0,672.0
2039,1254,105.085,-99.0,790.0,1000,95.689,-66.0,661.0,1101,94.339,-102.0,479.0,846,75.288,-65.0,633.0,1024,57.305,-43.0,533.0
2040,1254,102.299,-66.0,858.0,1000,94.838,-57.0,638.0,1101,93.379,-70.0,643.0,846,71.236,-58.0,571.0,1024,54.6,-75.0,547.0
2041,1254,105.699,-73.0,855.0,1000,90.09,-71.0,537.0,1101,100.34,-73.0,680.0,846,74.428,-56.0,556.0,1024,55.078,-52.0,439.0
2042,1254,108.904,-63.0,816.0,1000,95.268,-97.0,711.0,1101,99.431,-70.0,665.0,846,71.332,-68.0,552.0,1024,54.215,-91.0,496.0
2043,1254,110.58,-98.0,971.0,1000,93.013,-56.0,587.0,1101,92.408,-97.0,659.0,846,72.726,-74.0,522.0,1024,53.205,-111.0,459.0
2044,1254,107.266,-62.0,783.0,1000,91.599,-61.0,722.0,1101,97.211,-86.0,773.0,846,67.007,-61.0,515.0,1024,52.548,-59.0,522.0
2045,1254,106.88,-74.0,846.0,1000,96.024,-97.0,632.0,1101,98.252,-68.0,656.0,846,75.376,-64.0,481.0,1024,54.331,-64.0,561.0
2046,1254,103.794,-66.0,786.0,1000,95.192,-78.0,635.0,1101,95.981,-85.0,753.0,846,74.201,-61.0,448.0,1024,52.379,-74.0,607.0
2047,1254,106.86,-80.0,756.0,1000,90.758,-57.0,637.0,1101,93.167,-89.0,579.0,846,73.793,-81.0,521.0,1024,52.68,-47.0,474.0
2048,1254,103.1,-63.0,778.0,1000,103.646,-80.0,684.0,1101,99.133,-88.0,667.0,846,78.636,-72.0,497.0,1024,47.64,-75.0,425.0
2049,1254,110.323,-85.0,758.0,1000,93.116,-86.0,767.0,1101,100.64,-104.0,627.0,846,71.809,-69.0,555.0,1024,54.703,-69.0,488.0
2050,1254,107.229,-94.0,907.0,1000,90.085,-70.0,670.0,1101,100.27,-65.0,745.0,846,73.022,-48.0,623.0,1024,52.347,-88.0,448.0
2051,1254,105.145,-78.0,790.0,1000,97.551,-102.0,654.0,1101,93.094,-71.0,645.0,846,73.937,-71.0,629.0,1024,50.658,-76.0,415.0
2052,1254,102.274,-72.0,721.0,1000,92.941,-104.0,769.0,1101,95.012,-66.0,676.0,846,74.138,-63.0,509.0,1024,55.138,-60.0,458.0
2053,1254,113.746,-96.0,727.0,1000,92.546,-95.0,731.0,1101,99.28,-97.0,721.0,846,77.222,-71.0,611.0,1024,51.834,-49.0,333.0
2054,1254,106.532,-73.0,868.0,1000,96.203,-75.0,621.0,1101,95.946,-79.0,540.0,846,80.611,-52.0,563.0,1024,54.329,-68.0,437.0
2055,1254,105.651,-66.0,801.0,1000,98.328,-99.0,689.0,1101,97.128,-116.0,594.0,846,74.089,-81.0,558.0,1024,51.974,-90.0,513.0
2056,1254,105.73,-63.0,777.0,1000,95.73,-106.0,762.0,1101,96.381,-78.0,559.0,846,67.772,-71.0,594.0,1024,45.874,-65.0,337.0
2057,1254,105.019,-81.0,898.0,1000,99.193,-83.0,593.0,1101,93.064,-102.0,696.0,846,76.604,-72.0,808.0,1024,52.443,-77.0,536.0
2058,1254,108.086,-80.0,660.0,1000,92.63,-56.0,740.0,1101,94.91,-70.0,609.0,846,75.767,-78.0,504.0,1024,54.275,-73.0,396.0
2059,1254,106.033,-73.0,716.0,1000,98.549,-78.0,706.0,1101,92.288,-98.0,704.0,846,71.734,-60.0,602.0,1024,50.162,-51.0,410.0
2060,1254,106.487,-77.0,725.0,1000,98.098,-65.0,747.0,1101,97.652,-103.0,746.0,846,69.73,-118.0,518.0,1024,53.035,-65.0,490.0
2061,1254,106.304,-77.0,770.0,1000,103.909,-115.0,735.0,1101,99.106,-98.0,755.0,846,73.521,-71.0,689.0,1024,47.373,-62.0,551.0
2062,1254,101.285,-94.0,778.0,1000,101.495,-88.0,651.0,1101,93.401,-63.0,600.0,846,72.651,-62.0,570.0,1024,48.541,-62.0,376.0
2063,1254,106.116,-79.0,819.0,1000,98.411,-94.0,703.0,1101,101.144,-76.0,615.0,846,68.039,-84.0,507.0,1024,53.212,-56.0,548.0
2064,1254,104.13,-89.0,826.0,1000,101.158,-68.0,603.0,1101,97.333,-83.0,616.0,846,73.944,-80.0,612.0,1024,50.295,-56.0,448.0
2065,1254,107.421,-64.0,671.0,1000,89.858,-79.0,621.0,1101,97.517,-63.0,617.0,846,73.311,-66.0,449.0,1024,54.334,-53.0,448.0
2066,1254,105.633,-59.0,1003.0,1000,95.509,-72.0,575.0,1101,92.91,-71.0,666.0,846,73.697,-90.0,466.0,1024,48.657,-55.0,618.0
2067,1254,98.536,-84.0,723.0,1000,91.527,-58.0,690.0,1101,91.367,-83.0,628.0,846,73.823,-82.0,472.0,1024,54.014,-65.0,457.0
2068,1254,104.159,-95.0,786.0,1000,97.888,-72.0,725.0,1101,98.24,-90.0,526.0,846,72.511,-61.0,524.0,1024,50.554,-62.0,577.0
2069,1254,109.036,-73.0,915.0,1000,92.632,-79.0,622.0,1101,99.874,-64.0,769.0,846,74.898,-61.0,515.0,1024,54.438,-52.0,487.0
2070,1254,106.783,-68.0,771.0,1000,97.146,-70.0,746.0,1101,98.51,-80.0,620.0,846,71.811,-64.0,647.0,1024,51.117,-68.0,491.0
2071,1254,102.89,-101.0,716.0,1000,90.036,-77.0,669.0,1101,102.55,-76.0,565.0,846,69.824,-82.0,512.0,1024,53.787,-43.0,506.0
2072,1254,104.118,-90.0,804.0,1000,90.022,-75.0,804.0,1101,100.757,-111.0,661.0,846,76.349,-83.0,440.0,1024,53.257,-75.0,533.0
2073,1254,105.947,-70.0,816.0,1000,91.107,-63.0,612.0,1101,100.951,-90.0,704.0,846,83.348,-80.0,524.0,1024,51.935,-49.0,458.0
2074,1254,112.183,-102.0,676.0,1000,94.37,-70.0,686.0,1101,90.503,-83.0,666.0,846,70.398,-65.0,485.0,1024,52.784,-72.0,654.0
2075,1254,103.454,-73.0,661.0,1000,97.738,-81.0,630.0,1101,95.549,-77.0,737.0,846,69.728,-73.0,523.0,1024,52.409,-53.0,650.0
2076,1254,101.362,-97.0,829.0,1000,96.543,-123.0,874.0,1101,95.466,-98.0,600.0,846,72.148,-62.0,494.0,1024,56.47,-52.0,525.0
2077,1254,103.992,-64.0,859.0,1000,100.641,-77.0,730.0,1101,98.197,-73.0,566.0,846,80.409,-68.0,554.0,1024,55.45,-53.0,445.0
2078,1254,103.107,-66.0,808.0,1000,94.247,-81.0,643.0,1101,87.035,-79.0,465.0,846,72.59,-63.0,441.0,1024,51.983,-74.0,524.0
2079,1254,104.201,-77.0,827.0,1000,96.557,-80.0,617.0,1101,93.148,-60.0,628.0,846,76.404,-79.0,616.0,1024,51.684,-44.0,561.0
2080,1254,106.004,-68.0,858.0,1000,97.085,-91.0,739.0,1101,93.954,-82.0,554.0,846,78.344,-69.0,704.0,1024,49.543,-52.0,514.0
2081,1254,103.75,-72.0,712.0,1000,99.74,-110.0,764.0,1101,99.316,-77.0,570.0,846,75.369,-70.0,491.0,1024,52.03,-47.0,473.0
2082,1254,109.227,-81.0,751.0,1000,99.393,-85.0,691.0,1101,88.825,-72.0,635.0,846,68.108,-66.0,470.0,1024,50.996,-72.0,505.0
2083,1254,108.786,-76.0,865.0,1000,97.949,-104.0,714.0,1101,86.952,-90.0,546.0,846,75.781,-78.0,743.0,1024,52.138,-83.0,492.0
2084,1254,109.201,-72.0,963.0,1000,97.816,-69.0,809.0,1101,92.013,-67.0,744.0,846,73.687,-59.0,632.0,1024,50.777,-61.0,574.0
2085,1254,109.18,-74.0,818.0,1000,105.227,-77.0,701.0,1101,95.42,-101.0,610.0,846,76.396,-92.0,614.0,1024,52.214,-55.0,666.0
2086,1254,105.7,-74.0,758.0,1000,103.235,-94.0,833.0,1101,93.711,-82.0,727.0,846,73.235,-70.0,456.0,1024,51.561,-61.0,495.0
